Thời gian,Tên file,Điểm số,Thuật toán,Trạng thái,Ghi chú
2026-01-15 17:10:02,search_scope.py,57,"List, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,selection_prefs.py,27,List,WA,
2026-01-15 17:10:02,target_python.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,wheel.py,36,Tuple,WA,
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,auth.py,58,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 8 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,cache.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,download.py,56,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 6 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,lazy_wheel.py,82,"List, Quy hoạch động (DP), Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,
2026-01-15 17:10:02,session.py,60,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,utils.py,30,"Dictionary, Tuple",WA,
2026-01-15 17:10:02,xmlrpc.py,40,"Dictionary, Tuple",WA,
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,build_tracker.py,60,"Dictionary, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,metadata.py,35,Cơ bản,FLAG,Giống metadata_editable.py (86%)
2026-01-15 17:10:02,metadata_editable.py,35,Cơ bản,FLAG,Giống metadata.py (86%)
2026-01-15 17:10:02,wheel.py,35,Cơ bản,FLAG,Giống wheel_editable.py (85%)
2026-01-15 17:10:02,wheel_editable.py,35,Cơ bản,FLAG,Giống wheel.py (85%)
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,check.py,58,"Dictionary, List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,Spaghetti Code: 10 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,freeze.py,86,"Dictionary, Duyệt đồ thị (BFS/DFS), List, Queue, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,Spaghetti Code: 7 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,wheel.py,73,"Dictionary, List, Queue, Set, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 7 biến toàn cục (Nên đóng gói); Spaghetti Code: 1 hàm quá dài (>30 dòng)
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,prepare.py,58,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,pyproject.py,70,"Dictionary, List, Queue, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,constructors.py,61,"Dictionary, List, Set, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 7 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,req_dependency_group.py,60,"Dictionary, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,req_file.py,72,"Dictionary, List, Queue, Stack, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,Spaghetti Code: 17 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,req_install.py,47,"Dictionary, List, Set, Tuple, Đệ quy",WA,Spaghetti Code: 1 hàm quá dài (>30 dòng)
2026-01-15 17:10:02,req_set.py,49,"List, Queue, Tuple",WA,
2026-01-15 17:10:02,req_uninstall.py,57,"Dictionary, List, Set, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,Độ phức tạp O(n^3)
2026-01-15 17:10:02,__init__.py,69,"List, Queue, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,base.py,29,"List, Tuple",WA,
2026-01-15 17:10:02,resolver.py,84,"List, Queue, Quy hoạch động (DP), Set, Tuple, Đệ quy",AC,
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,base.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,candidates.py,52,"Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 10 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,factory.py,61,"Dictionary, List, Set, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,found_candidates.py,62,"List, Set, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,provider.py,57,"List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,reporter.py,39,"Dictionary, Queue, Tuple",WA,
2026-01-15 17:10:02,requirements.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,resolver.py,68,"Dictionary, Duyệt đồ thị (BFS/DFS), List, Set, Tuple, Đệ quy",AC,Độ phức tạp O(n^3)
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,self_outdated_check.py,42,"Dictionary, List, Tuple",WA,
2026-01-15 17:10:02,appdirs.py,37,List,WA,
2026-01-15 17:10:02,compat.py,42,"List, Set, Tuple",WA,
2026-01-15 17:10:02,compatibility_tags.py,62,"List, Set, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,datetime.py,35,Cơ bản,WA,
2026-01-15 17:10:02,deprecation.py,29,"List, Tuple",WA,
2026-01-15 17:10:02,direct_url_helpers.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,egg_link.py,35,List,WA,
2026-01-15 17:10:02,entrypoints.py,59,"List, Set, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,filesystem.py,57,"List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,
2026-01-15 17:10:02,filetypes.py,37,Tuple,WA,
2026-01-15 17:10:02,glibc.py,37,Tuple,WA,
2026-01-15 17:10:02,hashes.py,40,"Dictionary, List, Tuple",WA,
2026-01-15 17:10:02,logging.py,59,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 7 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,misc.py,59,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 10 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,packaging.py,37,Tuple,WA,
2026-01-15 17:10:02,retry.py,59,"List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,subprocess.py,67,"Dictionary, List, Stack, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,temp_dir.py,60,"Dictionary, List, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,
2026-01-15 17:10:02,unpacking.py,61,"List, Set, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,urls.py,37,Tuple,WA,
2026-01-15 17:10:02,virtualenv.py,55,Tìm kiếm tuyến tính,AC,
2026-01-15 17:10:02,wheel.py,42,"List, Set, Tuple",WA,
2026-01-15 17:10:02,_jaraco_text.py,28,Cơ bản,WA,
2026-01-15 17:10:02,_log.py,35,Cơ bản,WA,
2026-01-15 17:10:02,__init__.py,20,Cơ bản,FLAG,Code quá ngắn; Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%); Giống __init__.py (100%)
2026-01-15 17:10:02,bazaar.py,37,"List, Tuple",WA,
2026-01-15 17:10:02,git.py,58,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 9 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,mercurial.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,subversion.py,56,"List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 9 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,versioncontrol.py,58,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 16 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,__init__.py,20,Cơ bản,WA,
2026-01-15 17:10:02,wheel_builder.py,58,"List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,__init__.py,35,Cơ bản,WA,
2026-01-15 17:10:02,adapter.py,39,"Set, Tuple",WA,
2026-01-15 17:10:02,cache.py,45,"Dictionary, Stack, Tuple",WA,
2026-01-15 17:10:02,file_cache.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,redis_cache.py,55,Tìm kiếm tuyến tính,AC,
2026-01-15 17:10:02,__init__.py,22,List,FLAG,Giống __init__.py (83%)
2026-01-15 17:10:02,controller.py,59,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,filewrapper.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,heuristics.py,43,"Dictionary, Set, Tuple",WA,
2026-01-15 17:10:02,serialize.py,67,"Dictionary, List, Stack, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,wrapper.py,35,Cơ bản,WA,
2026-01-15 17:10:02,_cmd.py,40,Cơ bản,WA,
2026-01-15 17:10:02,__init__.py,22,List,WA,
2026-01-15 17:10:02,core.py,37,Tuple,WA,
2026-01-15 17:10:02,__init__.py,22,List,WA,
2026-01-15 17:10:02,__main__.py,30,Cơ bản,WA,
2026-01-15 17:10:02,_implementation.py,59,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,_lint_dependency_groups.py,47,"Dictionary, List, Tuple",FLAG,Giống _pip_wrapper.py (85%)
2026-01-15 17:10:02,_pip_wrapper.py,47,"Dictionary, List, Tuple",FLAG,Giống _lint_dependency_groups.py (85%)
2026-01-15 17:10:02,_toml_compat.py,22,Tuple,WA,
2026-01-15 17:10:02,__init__.py,22,Tuple,WA,
2026-01-15 17:10:02,__main__.py,43,Dictionary,WA,
2026-01-15 17:10:02,compat.py,79,"Dictionary, Duyệt đồ thị (BFS/DFS), List, Queue, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,Spaghetti Code: 11 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,resources.py,68,"Dictionary, List, Queue, Stack, Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple",AC,Spaghetti Code: 11 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,scripts.py,57,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 6 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,util.py,79,"Dictionary, Duyệt đồ thị (BFS/DFS), List, Queue, Quy hoạch động (DP), Sắp xếp cơ bản (Bubble/Selection/Insertion), Sắp xếp nâng cao (Merge/Quick), Tuple, Đệ quy",AC,Độ phức tạp O(n^3); Spaghetti Code: 10 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,__init__.py,20,Cơ bản,WA,
2026-01-15 17:10:02,distro.py,61,"Dictionary, List, Tuple, Tìm kiếm tuyến tính",AC,Spaghetti Code: 11 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,__init__.py,22,List,WA,
2026-01-15 17:10:02,__main__.py,25,Cơ bản,WA,
2026-01-15 17:10:02,codec.py,49,"List, Tuple, Đệ quy",WA,
2026-01-15 17:10:02,compat.py,37,Tuple,WA,
2026-01-15 17:10:02,core.py,55,"List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,idnadata.py,25,"Dictionary, Tuple",WA,
2026-01-15 17:10:02,intranges.py,59,"List, Tuple, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,package_data.py,20,Cơ bản,FLAG,Code quá ngắn; Giống _version.py (100%)
2026-01-15 17:10:02,uts46data.py,39,"List, Tuple",WA,
2026-01-15 17:10:02,__init__.py,22,List,FLAG,Giống __init__.py (83%); Giống __init__.py (85%)
2026-01-15 17:10:02,exceptions.py,30,Cơ bản,WA,
2026-01-15 17:10:02,ext.py,42,"List, Queue, Tuple",WA,
2026-01-15 17:10:02,fallback.py,82,"Dictionary, List, Quy hoạch động (DP), Sắp xếp cơ bản (Bubble/Selection/Insertion), Tuple, Tìm kiếm nhị phân",AC,Spaghetti Code: 1 hàm quá dài (>30 dòng)
2026-01-15 17:10:02,__init__.py,30,Tuple,WA,Spaghetti Code: 6 biến toàn cục (Nên đóng gói)
2026-01-15 17:10:02,_spdx.py,36,"Dictionary, Tuple",WA,
2026-01-15 17:10:02,__init__.py,60,"Dictionary, List, Set, Tìm kiếm tuyến tính",AC,
2026-01-15 17:10:02,markers.py,50,"Dictionary, List, Set, Tuple, Đệ quy",AC,Spaghetti Code: 15 biến toàn cục (Nên đóng gói)
